event_type,order_id,customer_id,customer_name,city,product_id,product_name,category,unit_price,quantity,total_amount,status,platform,ingested_at,event_timestamp,event_date,event_hour,event_year,event_month,processed_at
order,ORD-10620,317,Urvi D’Alia,DELHI,5,Rice 5kg,Grocery,350.0,2,700.0,placed,mobile,2026-03-15T11:05:30.007Z,2026-03-15T11:05:25.074Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-17517,28,Aditya Dubey,MUMBAI,3,T-Shirt,Clothing,599.0,2,1198.0,delivered,mobile,2026-03-15T11:24:30.006Z,2026-03-15T11:24:00.560Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-33399,447,Upasna Narayan,HYDERABAD,8,Desk,Furniture,8000.0,1,8000.0,shipped,web,2026-03-15T11:24:30.006Z,2026-03-15T11:24:04.694Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-65830,317,Zashil Sunder,CHENNAI,8,Desk,Furniture,8000.0,1,8000.0,shipped,web,2026-03-15T11:24:30.006Z,2026-03-15T11:24:08.842Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-72172,115,Tejas Vora,MUMBAI,1,Laptop,Electronics,45000.0,1,45000.0,shipped,app,2026-03-15T11:24:30.006Z,2026-03-15T11:24:13.002Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-60581,410,Onkar Sidhu,DELHI,8,Desk,Furniture,8000.0,2,16000.0,cancelled,web,2026-03-15T11:24:30.006Z,2026-03-15T11:24:17.150Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-49109,220,Gavin Kant,CHENNAI,3,T-Shirt,Clothing,599.0,5,2995.0,confirmed,web,2026-03-15T11:24:30.006Z,2026-03-15T11:24:21.281Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-65282,356,Nandini Sha,BENGALURU,6,Coffee,Grocery,450.0,3,1350.0,placed,app,2026-03-15T11:24:30.006Z,2026-03-15T11:24:25.448Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-23238,359,Watika Bandi,PUNE,1,Laptop,Electronics,45000.0,5,225000.0,placed,mobile,2026-03-15T11:05:00.008Z,2026-03-15T11:04:33.072Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-28956,395,Yachana Pandey,CHENNAI,3,T-Shirt,Clothing,599.0,2,1198.0,shipped,web,2026-03-15T11:05:00.008Z,2026-03-15T11:04:37.208Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-94248,282,Jeremiah Hayer,PUNE,2,Phone,Electronics,15000.0,2,30000.0,cancelled,mobile,2026-03-15T11:05:00.008Z,2026-03-15T11:04:41.333Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-37022,323,Damini Basak,PUNE,5,Rice 5kg,Grocery,350.0,1,350.0,delivered,app,2026-03-15T11:05:00.008Z,2026-03-15T11:04:45.577Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-44529,249,Chaitanya Bhandari,MUMBAI,2,Phone,Electronics,15000.0,4,60000.0,placed,mobile,2026-03-15T11:05:00.008Z,2026-03-15T11:04:49.722Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-19490,247,Yutika Sama,BENGALURU,7,Chair,Furniture,4500.0,3,13500.0,delivered,app,2026-03-15T11:05:00.008Z,2026-03-15T11:04:53.863Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-48634,264,Daksh Chawla,PUNE,3,T-Shirt,Clothing,599.0,5,2995.0,delivered,mobile,2026-03-15T11:05:00.008Z,2026-03-15T11:04:58.003Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-59955,393,Amaira Ravi,PUNE,4,Jeans,Clothing,1499.0,4,5996.0,placed,app,2026-03-15T11:22:30.007Z,2026-03-15T11:22:02.117Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-23714,2,Bimala Dutta,BENGALURU,3,T-Shirt,Clothing,599.0,2,1198.0,shipped,web,2026-03-15T11:22:30.007Z,2026-03-15T11:22:06.244Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-12306,315,Falguni Manne,BENGALURU,6,Coffee,Grocery,450.0,5,2250.0,delivered,web,2026-03-15T11:22:30.007Z,2026-03-15T11:22:10.408Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-84214,137,Upkaar Bhargava,BENGALURU,2,Phone,Electronics,15000.0,1,15000.0,cancelled,web,2026-03-15T11:22:30.007Z,2026-03-15T11:22:14.571Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-62042,474,Faris Chad,HYDERABAD,5,Rice 5kg,Grocery,350.0,3,1050.0,confirmed,web,2026-03-15T11:22:30.007Z,2026-03-15T11:22:18.710Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-91325,178,Sara Srinivasan,CHENNAI,8,Desk,Furniture,8000.0,4,32000.0,confirmed,mobile,2026-03-15T11:22:30.007Z,2026-03-15T11:22:22.875Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-14862,315,Rehaan Kulkarni,MUMBAI,2,Phone,Electronics,15000.0,2,30000.0,delivered,app,2026-03-15T11:22:30.007Z,2026-03-15T11:22:27.025Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-57999,340,Wahab Anand,DELHI,3,T-Shirt,Clothing,599.0,2,1198.0,placed,app,2026-03-15T11:09:00.006Z,2026-03-15T11:08:30.698Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-86254,68,Ladli Rastogi,MUMBAI,1,Laptop,Electronics,45000.0,4,180000.0,shipped,mobile,2026-03-15T11:09:00.006Z,2026-03-15T11:08:34.829Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-80965,391,Champak Tailor,PUNE,8,Desk,Furniture,8000.0,4,32000.0,placed,mobile,2026-03-15T11:09:00.006Z,2026-03-15T11:08:38.967Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-38405,108,Pooja Bhatt,MUMBAI,4,Jeans,Clothing,1499.0,2,2998.0,delivered,app,2026-03-15T11:09:00.006Z,2026-03-15T11:08:43.121Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-49817,104,Ayaan Krishnamurthy,HYDERABAD,2,Phone,Electronics,15000.0,1,15000.0,cancelled,web,2026-03-15T11:09:00.006Z,2026-03-15T11:08:47.273Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-48743,62,Udarsh Nayar,DELHI,3,T-Shirt,Clothing,599.0,4,2396.0,placed,mobile,2026-03-15T11:09:00.006Z,2026-03-15T11:08:51.465Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-53548,388,Darpan Ramanathan,BENGALURU,4,Jeans,Clothing,1499.0,3,4497.0,cancelled,web,2026-03-15T11:09:00.006Z,2026-03-15T11:08:55.677Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-35494,217,Aditya Parekh,HYDERABAD,1,Laptop,Electronics,45000.0,5,225000.0,placed,mobile,2026-03-15T11:24:00.006Z,2026-03-15T11:23:31.526Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-18151,54,Shivansh Dewan,BENGALURU,3,T-Shirt,Clothing,599.0,2,1198.0,delivered,mobile,2026-03-15T11:24:00.006Z,2026-03-15T11:23:35.676Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-26084,217,Daksh Bhatnagar,PUNE,5,Rice 5kg,Grocery,350.0,5,1750.0,delivered,web,2026-03-15T11:24:00.006Z,2026-03-15T11:23:39.824Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-27378,269,Michael De,DELHI,5,Rice 5kg,Grocery,350.0,2,700.0,shipped,web,2026-03-15T11:24:00.006Z,2026-03-15T11:23:43.971Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-97556,89,Mitesh Anand,CHENNAI,4,Jeans,Clothing,1499.0,4,5996.0,placed,web,2026-03-15T11:24:00.006Z,2026-03-15T11:23:48.138Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-72072,31,Aachal Raju,MUMBAI,2,Phone,Electronics,15000.0,3,45000.0,cancelled,mobile,2026-03-15T11:24:00.006Z,2026-03-15T11:23:52.266Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-13517,98,Vrishti Chad,BENGALURU,5,Rice 5kg,Grocery,350.0,1,350.0,confirmed,web,2026-03-15T11:24:00.006Z,2026-03-15T11:23:56.426Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-93873,32,Girish Date,CHENNAI,7,Chair,Furniture,4500.0,3,13500.0,placed,mobile,2026-03-15T11:03:00.007Z,2026-03-15T11:02:32.560Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-28118,390,Maanav Bhat,BENGALURU,3,T-Shirt,Clothing,599.0,3,1797.0,delivered,web,2026-03-15T11:03:00.007Z,2026-03-15T11:02:36.701Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-16944,238,Kabir Upadhyay,DELHI,7,Chair,Furniture,4500.0,3,13500.0,delivered,app,2026-03-15T11:03:00.007Z,2026-03-15T11:02:40.842Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-80179,347,Saksham Mitter,BENGALURU,3,T-Shirt,Clothing,599.0,2,1198.0,placed,app,2026-03-15T11:03:00.007Z,2026-03-15T11:02:44.997Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-79872,207,Anamika Dalal,MUMBAI,8,Desk,Furniture,8000.0,5,40000.0,placed,app,2026-03-15T11:03:00.007Z,2026-03-15T11:02:49.146Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-72976,402,Lajita Lall,HYDERABAD,4,Jeans,Clothing,1499.0,1,1499.0,confirmed,web,2026-03-15T11:03:00.007Z,2026-03-15T11:02:53.301Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-52911,255,Balveer Bava,DELHI,5,Rice 5kg,Grocery,350.0,1,350.0,cancelled,app,2026-03-15T11:03:00.007Z,2026-03-15T11:02:57.429Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-81159,133,Jonathan Mahajan,MUMBAI,3,T-Shirt,Clothing,599.0,3,1797.0,delivered,mobile,2026-03-15T11:09:30.009Z,2026-03-15T11:09:01.876Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-55135,321,Wridesh Zachariah,MUMBAI,3,T-Shirt,Clothing,599.0,4,2396.0,shipped,mobile,2026-03-15T11:09:30.009Z,2026-03-15T11:09:06.006Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-59209,196,Warjas Palan,CHENNAI,4,Jeans,Clothing,1499.0,3,4497.0,delivered,web,2026-03-15T11:09:30.009Z,2026-03-15T11:09:10.154Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-36016,313,Darsh Lalla,HYDERABAD,6,Coffee,Grocery,450.0,1,450.0,shipped,web,2026-03-15T11:09:30.009Z,2026-03-15T11:09:14.308Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-59954,185,Udant Bhattacharyya,DELHI,6,Coffee,Grocery,450.0,1,450.0,cancelled,web,2026-03-15T11:09:30.009Z,2026-03-15T11:09:18.460Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-65318,363,Dipta Bains,HYDERABAD,2,Phone,Electronics,15000.0,4,60000.0,delivered,web,2026-03-15T11:09:30.009Z,2026-03-15T11:09:22.625Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-74816,393,Ikshita Basu,BENGALURU,2,Phone,Electronics,15000.0,1,15000.0,placed,web,2026-03-15T11:09:30.009Z,2026-03-15T11:09:26.789Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-55617,22,Quincy Chatterjee,PUNE,5,Rice 5kg,Grocery,350.0,5,1750.0,confirmed,web,2026-03-15T10:59:30.009Z,2026-03-15T10:59:00.551Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-76610,240,Jacob Balay,DELHI,5,Rice 5kg,Grocery,350.0,4,1400.0,confirmed,web,2026-03-15T10:59:30.009Z,2026-03-15T10:59:04.756Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-88284,471,Yashodhara Sathe,PUNE,1,Laptop,Electronics,45000.0,4,180000.0,placed,mobile,2026-03-15T10:59:30.009Z,2026-03-15T10:59:08.903Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-55041,289,Vidhi Wason,MUMBAI,4,Jeans,Clothing,1499.0,1,1499.0,confirmed,app,2026-03-15T10:59:30.009Z,2026-03-15T10:59:13.060Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-77706,462,Inaya Bal,PUNE,1,Laptop,Electronics,45000.0,4,180000.0,cancelled,app,2026-03-15T10:59:30.009Z,2026-03-15T10:59:17.218Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-38171,207,Dalaja Salvi,BENGALURU,4,Jeans,Clothing,1499.0,2,2998.0,delivered,mobile,2026-03-15T10:59:30.009Z,2026-03-15T10:59:21.366Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-93752,59,Rachit Bobal,BENGALURU,8,Desk,Furniture,8000.0,4,32000.0,shipped,web,2026-03-15T10:59:30.009Z,2026-03-15T10:59:25.513Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-91951,387,Janya Batta,HYDERABAD,5,Rice 5kg,Grocery,350.0,4,1400.0,delivered,mobile,2026-03-15T11:23:30.006Z,2026-03-15T11:23:02.417Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-32639,335,Vyanjana Bhargava,CHENNAI,6,Coffee,Grocery,450.0,2,900.0,delivered,app,2026-03-15T11:23:30.006Z,2026-03-15T11:23:06.570Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-93209,197,Gavin Comar,DELHI,5,Rice 5kg,Grocery,350.0,1,350.0,placed,web,2026-03-15T11:23:30.006Z,2026-03-15T11:23:10.737Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-16616,80,Shivani Murty,BENGALURU,2,Phone,Electronics,15000.0,2,30000.0,delivered,app,2026-03-15T11:23:30.006Z,2026-03-15T11:23:14.879Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-57256,282,Sara Goda,PUNE,2,Phone,Electronics,15000.0,5,75000.0,placed,mobile,2026-03-15T11:23:30.006Z,2026-03-15T11:23:19.026Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-77861,111,Prisha Kapadia,PUNE,7,Chair,Furniture,4500.0,3,13500.0,confirmed,app,2026-03-15T11:23:30.006Z,2026-03-15T11:23:23.164Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-98724,188,Siya Mishra,CHENNAI,3,T-Shirt,Clothing,599.0,2,1198.0,placed,mobile,2026-03-15T11:23:30.006Z,2026-03-15T11:23:27.338Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-90335,341,Saksham Narayanan,BENGALURU,3,T-Shirt,Clothing,599.0,3,1797.0,placed,mobile,2026-03-15T11:01:30.010Z,2026-03-15T11:01:03.200Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-85318,436,Aradhana Kota,BENGALURU,4,Jeans,Clothing,1499.0,1,1499.0,shipped,web,2026-03-15T11:01:30.010Z,2026-03-15T11:01:07.366Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-58411,95,Abhimanyu Munshi,PUNE,2,Phone,Electronics,15000.0,3,45000.0,cancelled,web,2026-03-15T11:01:30.010Z,2026-03-15T11:01:11.525Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-82434,354,Veer Srivastava,PUNE,1,Laptop,Electronics,45000.0,1,45000.0,confirmed,web,2026-03-15T11:01:30.010Z,2026-03-15T11:01:15.680Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-34818,277,Wriddhish Prabhakar,PUNE,3,T-Shirt,Clothing,599.0,4,2396.0,cancelled,app,2026-03-15T11:01:30.010Z,2026-03-15T11:01:19.843Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-77144,206,Baghyawati Kapur,HYDERABAD,4,Jeans,Clothing,1499.0,5,7495.0,cancelled,web,2026-03-15T11:01:30.010Z,2026-03-15T11:01:23.976Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-36950,186,Eshana Dube,PUNE,3,T-Shirt,Clothing,599.0,5,2995.0,shipped,web,2026-03-15T11:01:30.010Z,2026-03-15T11:01:28.134Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-93432,389,Aarush Vora,BENGALURU,2,Phone,Electronics,15000.0,4,60000.0,confirmed,mobile,2026-03-15T11:07:00.009Z,2026-03-15T11:06:29.871Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-45264,138,Azad Hora,BENGALURU,2,Phone,Electronics,15000.0,2,30000.0,delivered,web,2026-03-15T11:07:00.009Z,2026-03-15T11:06:34.011Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-56736,397,Veer Wali,PUNE,8,Desk,Furniture,8000.0,1,8000.0,shipped,mobile,2026-03-15T11:07:00.009Z,2026-03-15T11:06:38.168Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-31277,365,Karan Pau,DELHI,8,Desk,Furniture,8000.0,1,8000.0,shipped,web,2026-03-15T11:07:00.009Z,2026-03-15T11:06:42.317Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-39768,156,Ijaya Singh,MUMBAI,1,Laptop,Electronics,45000.0,5,225000.0,shipped,mobile,2026-03-15T11:07:00.009Z,2026-03-15T11:06:46.481Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-23397,233,Jatin Kapur,BENGALURU,7,Chair,Furniture,4500.0,5,22500.0,placed,app,2026-03-15T11:07:00.009Z,2026-03-15T11:06:50.629Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-10472,88,Eta Kadakia,PUNE,8,Desk,Furniture,8000.0,1,8000.0,delivered,app,2026-03-15T11:07:00.009Z,2026-03-15T11:06:54.778Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-39746,373,Darpan Sharaf,PUNE,6,Coffee,Grocery,450.0,1,450.0,confirmed,app,2026-03-15T11:07:00.009Z,2026-03-15T11:06:58.959Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-56147,45,Ati Salvi,DELHI,6,Coffee,Grocery,450.0,4,1800.0,cancelled,mobile,2026-03-15T11:27:30.006Z,2026-03-15T11:27:03.191Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-44083,1,Qabil Sani,MUMBAI,1,Laptop,Electronics,45000.0,1,45000.0,placed,web,2026-03-15T11:27:30.006Z,2026-03-15T11:27:07.618Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-80783,363,Nathan Vasa,BENGALURU,5,Rice 5kg,Grocery,350.0,5,1750.0,confirmed,web,2026-03-15T11:27:30.006Z,2026-03-15T11:27:11.754Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-87681,187,Hitesh Bajaj,PUNE,1,Laptop,Electronics,45000.0,2,90000.0,confirmed,web,2026-03-15T11:27:30.006Z,2026-03-15T11:27:15.903Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-35515,354,Urishilla Mane,BENGALURU,3,T-Shirt,Clothing,599.0,2,1198.0,placed,app,2026-03-15T11:27:30.006Z,2026-03-15T11:27:20.033Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-14261,377,Nicholas Mitra,HYDERABAD,7,Chair,Furniture,4500.0,3,13500.0,shipped,web,2026-03-15T11:27:30.006Z,2026-03-15T11:27:24.166Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-86826,310,Ijaya Bera,BENGALURU,1,Laptop,Electronics,45000.0,3,135000.0,delivered,web,2026-03-15T11:27:30.006Z,2026-03-15T11:27:28.328Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-75024,113,Janya Sachar,PUNE,1,Laptop,Electronics,45000.0,1,45000.0,placed,mobile,2026-03-15T11:13:30.008Z,2026-03-15T11:13:02.632Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-57018,11,Leela Talwar,DELHI,7,Chair,Furniture,4500.0,3,13500.0,shipped,app,2026-03-15T11:13:30.008Z,2026-03-15T11:13:06.788Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-54897,203,Ati Choudhry,DELHI,4,Jeans,Clothing,1499.0,4,5996.0,confirmed,web,2026-03-15T11:13:30.008Z,2026-03-15T11:13:10.921Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-85992,454,Jairaj Borah,BENGALURU,7,Chair,Furniture,4500.0,4,18000.0,shipped,web,2026-03-15T11:13:30.008Z,2026-03-15T11:13:15.051Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-24485,295,Chatresh Khare,DELHI,3,T-Shirt,Clothing,599.0,3,1797.0,shipped,web,2026-03-15T11:13:30.008Z,2026-03-15T11:13:19.334Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-80964,362,Mohini Doctor,HYDERABAD,7,Chair,Furniture,4500.0,4,18000.0,placed,mobile,2026-03-15T11:13:30.008Z,2026-03-15T11:13:23.490Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-24258,101,Vansha Deshmukh,DELHI,8,Desk,Furniture,8000.0,2,16000.0,cancelled,web,2026-03-15T11:13:30.008Z,2026-03-15T11:13:27.639Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-24195,488,Aishani Bajwa,PUNE,1,Laptop,Electronics,45000.0,5,225000.0,delivered,app,2026-03-15T11:12:00.017Z,2026-03-15T11:11:33.393Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-79971,5,Gaurika Kala,MUMBAI,1,Laptop,Electronics,45000.0,5,225000.0,delivered,app,2026-03-15T11:12:00.017Z,2026-03-15T11:11:37.548Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-28893,344,Tanish Kashyap,MUMBAI,8,Desk,Furniture,8000.0,2,16000.0,placed,app,2026-03-15T11:12:00.017Z,2026-03-15T11:11:41.695Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-81300,144,Nitesh Raman,PUNE,4,Jeans,Clothing,1499.0,3,4497.0,delivered,app,2026-03-15T11:12:00.017Z,2026-03-15T11:11:45.834Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-83212,237,Chaitanya Chaudhry,DELHI,5,Rice 5kg,Grocery,350.0,5,1750.0,shipped,mobile,2026-03-15T11:12:00.017Z,2026-03-15T11:11:49.981Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-38162,150,Henry Reddy,PUNE,2,Phone,Electronics,15000.0,5,75000.0,delivered,mobile,2026-03-15T11:12:00.017Z,2026-03-15T11:11:54.171Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-74506,481,Sai Sampath,CHENNAI,3,T-Shirt,Clothing,599.0,4,2396.0,confirmed,web,2026-03-15T11:12:00.017Z,2026-03-15T11:11:58.337Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-15742,189,Wriddhish Viswanathan,PUNE,2,Phone,Electronics,15000.0,3,45000.0,shipped,app,2026-03-15T11:16:30.007Z,2026-03-15T11:16:01.310Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-11915,450,Faqid Sinha,HYDERABAD,2,Phone,Electronics,15000.0,5,75000.0,confirmed,app,2026-03-15T11:16:30.007Z,2026-03-15T11:16:05.449Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-14602,108,Girik Pall,MUMBAI,7,Chair,Furniture,4500.0,1,4500.0,cancelled,mobile,2026-03-15T11:16:30.007Z,2026-03-15T11:16:09.613Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-53803,78,Gagan Kar,BENGALURU,8,Desk,Furniture,8000.0,3,24000.0,confirmed,app,2026-03-15T11:16:30.007Z,2026-03-15T11:16:13.793Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-90941,306,Ganga Hayer,CHENNAI,4,Jeans,Clothing,1499.0,3,4497.0,delivered,mobile,2026-03-15T11:16:30.007Z,2026-03-15T11:16:17.926Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-50924,41,Abeer Minhas,BENGALURU,5,Rice 5kg,Grocery,350.0,4,1400.0,delivered,mobile,2026-03-15T11:16:30.007Z,2026-03-15T11:16:22.058Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-19425,256,Harish Sabharwal,HYDERABAD,3,T-Shirt,Clothing,599.0,4,2396.0,confirmed,mobile,2026-03-15T11:16:30.007Z,2026-03-15T11:16:26.188Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-24030,8,Jairaj Dhar,HYDERABAD,8,Desk,Furniture,8000.0,1,8000.0,delivered,mobile,2026-03-15T11:08:00.008Z,2026-03-15T11:07:32.458Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-68593,170,Saanvi Loyal,BENGALURU,5,Rice 5kg,Grocery,350.0,5,1750.0,delivered,app,2026-03-15T11:08:00.008Z,2026-03-15T11:07:36.691Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-97496,16,Hemang Dalal,BENGALURU,3,T-Shirt,Clothing,599.0,3,1797.0,placed,app,2026-03-15T11:08:00.008Z,2026-03-15T11:07:40.845Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-47412,419,Dominic Ganesh,BENGALURU,3,T-Shirt,Clothing,599.0,3,1797.0,cancelled,mobile,2026-03-15T11:08:00.008Z,2026-03-15T11:07:44.985Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-23745,45,Widisha Khosla,PUNE,7,Chair,Furniture,4500.0,3,13500.0,delivered,mobile,2026-03-15T11:08:00.008Z,2026-03-15T11:07:49.150Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-53992,152,Pranav Ram,BENGALURU,2,Phone,Electronics,15000.0,2,30000.0,cancelled,web,2026-03-15T11:08:00.008Z,2026-03-15T11:07:53.300Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
